"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2023-09-18 ~ 2024-09-17"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 인천광역시"
"시군구 : 부평구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"3062","인천광역시 부평구 산곡동","311-126","0311","0126","현대2차","41.4400","202402","03","21,500","213","10","개인","개인","1989","안남로 91","-","중개거래","인천 부평구","24.03.29"
"3063","인천광역시 부평구 부개동","501-1","0501","0001","부개주공6","84.7900","202402","03","39,500","608","2","개인","개인","1997","부개로 12","-","중개거래","인천 부평구","24.04.12"
"3064","인천광역시 부평구 부개동","501-1","0501","0001","부개주공6","84.7900","202402","03","44,500","607","8","개인","개인","1997","부개로 12","-","중개거래","인천 부평구","24.07.01"
"3065","인천광역시 부평구 부개동","402","0402","0000","광일","43.2000","202402","03","19,000","-","3","개인","개인","1985","마분로 39","-","중개거래","인천 부평구","24.02.19"
"3066","인천광역시 부평구 일신동","409","0409","0000","풍림아파트(101동~110동)","72.8120","202402","03","30,650","105","8","개인","개인","1995","일신로14번길 23","-","중개거래","인천 부평구","24.06.05"
"3067","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","84.8500","202402","03","41,500","302","24","개인","개인","1998","안남로 272","-","중개거래","인천 부평구","24.06.28"
"3068","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","59.8050","202402","03","29,000","203","23","개인","개인","1998","안남로 272","-","중개거래","인천 부평구","24.05.31"
"3069","인천광역시 부평구 십정동","608-4","0608","0004","십정뜨란채1단지","59.9300","202402","03","25,500","105","19","개인","개인","2005","이규보로 79","-","중개거래","인천 부평구","24.04.30"
"3070","인천광역시 부평구 부개동","531","0531","0000","e편한세상부평역어반루체","59.9926","202402","03","44,800","104동","15","개인","개인","2022","경인로1024번길 21","-","중개거래","인천 부평구","24.06.13"
"3071","인천광역시 부평구 산곡동","519","0519","0000","쌍용더플래티넘부평","72.5000","202402","03","52,900","110","7","개인","개인","2022","원적로287번길 25","-","중개거래","인천 부평구","24.03.27"
"3072","인천광역시 부평구 갈산동","361-3","0361","0003","대동2","45.0000","202402","03","18,400","202","6","개인","개인","1993","주부토로 201","-","중개거래","인천 부평구","24.03.29"
"3073","인천광역시 부평구 부평동","217-35","0217","0035","투엠레뷰","39.7400","202402","03","14,200","-","8","개인","개인","2014","시장로79번길 6","20240312","중개거래","인천 부평구","-"
"3074","인천광역시 부평구 부평동","217-35","0217","0035","투엠레뷰","39.7400","202402","03","14,200","투엠레뷰","8","개인","개인","2014","시장로79번길 6","-","중개거래","인천 부평구","24.03.21"
"3075","인천광역시 부평구 부평동","947","0947","0000","래미안부평","84.9630","202402","03","58,500","113","4","개인","개인","2014","길주남로10번길 21","-","중개거래","인천 부평구","24.04.26"
"3076","인천광역시 부평구 부개동","500-1","0500","0001","주공5","59.9900","202402","02","31,000","509","10","개인","개인","1998","부개로 11","-","중개거래","인천 부평구","24.04.17"
"3077","인천광역시 부평구 부평동","437-2","0437","0002","대경이즈뷰","84.7200","202402","02","27,500","-","4","개인","개인","2005","주부토로65번길 19","-","중개거래","인천 부평구","24.04.17"
"3078","인천광역시 부평구 부평동","252-29","0252","0029","건영캐스빌","59.6500","202402","02","16,700","-","6","개인","개인","2002","부흥로304번길 17","-","중개거래","인천 부평구","24.03.07"
"3079","인천광역시 부평구 산곡동","145","0145","0000","경남3차","73.2382","202402","02","25,500","310","20","개인","개인","1992","마장로272번길 76","-","중개거래","인천 부평구","24.06.14"
"3080","인천광역시 부평구 산곡동","185-17","0185","0017","한양(185-17)","84.6750","202402","02","27,000","102","8","개인","개인","1993","마장로272번길 20","-","중개거래","인천 부평구","24.04.29"
"3081","인천광역시 부평구 부개동","499-2","0499","0002","푸른마을한신,삼부","134.8950","202402","02","66,000","109","15","개인","개인","1999","부개로 58","-","중개거래","인천 부평구","24.03.20"
"3082","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","84.8500","202402","02","43,300","101","21","개인","개인","1998","안남로 272","-","중개거래","인천 부평구","24.03.20"
"3083","인천광역시 부평구 청천동","259-5","0259","0005","미도7","52.8900","202402","02","18,500","4","2","개인","개인","1989","원길로24번길 5","-","중개거래","인천 부평구","24.06.03"
"3084","인천광역시 부평구 부개동","498-5","0498","0005","부개주공3","59.9800","202402","02","29,000","318","10","개인","개인","1996","길주남로 144","-","중개거래","인천 부평구","24.04.08"
"3085","인천광역시 부평구 부개동","512","0512","0000","부개역푸르지오","84.9800","202402","02","61,800","112","13","개인","개인","2010","부일로 69","-","중개거래","인천 부평구","24.04.01"
"3086","인천광역시 부평구 청천동","259","0259","0000","쌍용","56.2500","202402","01","25,200","1","13","개인","개인","1990","길주로494번길 12","-","직거래","-","24.02.28"
"3087","인천광역시 부평구 십정동","607","0607","0000","동암신동아","59.8000","202402","01","25,500","113","3","개인","개인","2000","아트센터로 118","-","중개거래","인천 부평구","24.03.18"
"3088","인천광역시 부평구 산곡동","155-1","0155","0001","한양(155-1)","84.6650","202402","01","30,850","101","14","개인","개인","1992","안남로 231","-","중개거래","인천 부평구","24.03.15"
"3089","인천광역시 부평구 삼산동","453-1","0453","0001","삼산타운7단지","84.9600","202402","01","56,300","703","3","개인","개인","2004","체육관로 27","-","중개거래","인천 부평구","24.02.05"
"3090","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","51.8600","202402","01","30,700","102","3","개인","개인","2005","굴포로 105","-","중개거래","인천 부평구","24.03.25"
"3091","인천광역시 부평구 십정동","186-7","0186","0007","한국","60.0000","202402","01","22,000","101","12","개인","개인","1998","이규보로95번길 24","-","중개거래","인천 부평구","24.03.28"
"3092","인천광역시 부평구 부평동","401-33","0401","0033","현대캐슬","69.5500","202402","01","18,000","-","10","개인","개인","2012","부흥북로48번길 23","-","중개거래","인천 부평구","24.03.08"
"3093","인천광역시 부평구 삼산동","454-4","0454","0004","서해그랑블5단지","118.1342","202402","01","74,000","509","9","개인","개인","2004","굴포로 158","-","중개거래","인천 부평구","24.04.30"
"3094","인천광역시 부평구 부개동","477-5","0477","0005","동아","37.4400","202402","01","25,500","-","5","개인","개인","1988","길주남로113번길 12","20240308","중개거래","인천 부평구","-"
"3095","인천광역시 부평구 부개동","501-1","0501","0001","부개주공6","84.7900","202402","01","40,000","613","1","개인","개인","1997","부개로 12","-","중개거래","인천 부평구","24.02.02"
"3096","인천광역시 부평구 부개동","498-5","0498","0005","부개주공3","59.9300","202402","01","27,000","-","17","개인","개인","1996","길주남로 144","20240411","중개거래","인천 부평구","-"
"3097","인천광역시 부평구 부평동","440-3","0440","0003","청림주상복합","74.9100","202402","01","22,000","-","9","개인","개인","2009","부흥북로6번길 38","-","중개거래","인천 부평구","24.02.26"
"3098","인천광역시 부평구 일신동","410","0410","0000","일신주공아파트(100~112동)","59.9800","202402","01","23,000","112","3","개인","개인","1995","경인로1118번길 67","-","직거래","-","24.02.15"
"3099","인천광역시 부평구 산곡동","233-26","0233","0026","태화프리상뜨","59.8856","202401","31","28,000","103","14","개인","개인","2004","마장로220번길 65","-","중개거래","인천 부평구","24.02.29"
"3100","인천광역시 부평구 갈산동","359","0359","0000","주공1단지","49.9400","202401","31","21,000","102","6","개인","개인","1992","굴포로 81","-","중개거래","인천 부평구","24.03.11"
"3101","인천광역시 부평구 십정동","617","0617","0000","브라운스톤백운","84.9324","202401","31","41,500","104","20","개인","개인","2014","마장로 43-20","-","중개거래","인천 부평구","24.03.08"
"3102","인천광역시 부평구 갈산동","359","0359","0000","주공1단지","41.3000","202401","31","18,200","103","7","개인","개인","1992","굴포로 81","-","중개거래","인천 부평구","24.03.29"
"3103","인천광역시 부평구 산곡동","264-1","0264","0001","뉴서울(264-1)","84.8900","202401","31","25,500","202","8","개인","개인","1991","부흥로123번길 36","-","중개거래","인천 부평구","24.03.29"
"3104","인천광역시 부평구 부개동","501-1","0501","0001","부개주공6","84.7900","202401","31","48,800","602","9","개인","개인","1997","부개로 12","-","중개거래","인천 부평구","24.04.17"
"3105","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","51.8300","202401","31","33,850","102","4","개인","개인","2005","굴포로 105","-","중개거래","인천 부평구","24.03.29"
"3106","인천광역시 부평구 산곡동","124-23","0124","0023","한화1단지","59.8800","202401","31","29,900","101","9","개인","개인","1997","원적로 361","-","중개거래","경기 안양시만안구, 인천 부평구","24.03.27"
"3107","인천광역시 부평구 산곡동","294-35","0294","0035","우성1차2차(294-35)","41.0200","202401","31","16,950","103","14","개인","개인","1989","부영로 165","-","중개거래","인천 부평구","24.03.11"
"3108","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","84.3400","202401","30","34,500","-","4","개인","개인","1998","세월천로 16","20240219","중개거래","인천 부평구","-"
"3109","인천광역시 부평구 청천동","199-24","0199","0024","미가로","84.9909","202401","30","34,600","101동","5","개인","개인","2006","길주로 491","-","직거래","-","24.02.07"
"3110","인천광역시 부평구 산곡동","307","0307","0000","현대1차","84.9600","202401","30","36,000","115","8","개인","개인","1986","경원대로 1269","-","중개거래","인천 부평구","24.02.22"
"3111","인천광역시 부평구 산곡동","507","0507","0000","금호이수마운트밸리","115.0311","202401","30","60,700","201","20","개인","개인","2007","원적로 344","-","중개거래","인천 부평구","24.04.17"
"3112","인천광역시 부평구 십정동","630","0630","0000","더샵부평센트럴시티","69.2824","202401","30","54,800","109","29","개인","개인","2022","열우물로 90","-","중개거래","인천 부평구","24.03.18"
"3113","인천광역시 부평구 십정동","186-7","0186","0007","한국","60.0000","202401","30","23,000","101","17","개인","개인","1998","이규보로95번길 24","-","중개거래","인천 부평구","24.05.02"
"3114","인천광역시 부평구 갈산동","368","0368","0000","두산","101.8200","202401","30","45,500","101","5","개인","개인","1992","갈월동로 45","-","중개거래","인천 부평구","24.03.28"
"3115","인천광역시 부평구 갈산동","416","0416","0000","태화(416)","59.9300","202401","30","21,800","제102","5","개인","개인","1994","부평북로 313","-","중개거래","인천 부평구","24.04.05"
"3116","인천광역시 부평구 삼산동","550","0550","0000","부평삼산신원아침도시","59.9889","202401","30","36,500","104","13","개인","개인","2023","후정로 33","-","중개거래","인천 부평구","24.05.23"
"3117","인천광역시 부평구 삼산동","387-2","0387","0002","삼산주공미래타운1차","59.3900","202401","30","24,800","103","9","개인","개인","2000","부평북로 431","-","중개거래","인천 부평구","24.03.29"
"3118","인천광역시 부평구 부개동","501-1","0501","0001","부개주공6","84.7900","202401","30","48,000","607","14","개인","개인","1997","부개로 12","-","중개거래","인천 부평구","24.04.30"
"3119","인천광역시 부평구 부개동","477","0477","0000","욱일","51.0100","202401","30","35,000","가","6","개인","개인","1988","장제로 234","-","중개거래","경기 화성시, 인천 부평구","24.04.15"
"3120","인천광역시 부평구 부평동","70-5","0070","0005","동아(1차)","52.4300","202401","30","30,000","11","1","개인","개인","1986","부평문화로 37","-","중개거래","인천 부평구","24.03.12"
"3121","인천광역시 부평구 부평동","947","0947","0000","래미안부평","114.9920","202401","30","75,900","109","23","개인","개인","2014","길주남로10번길 21","-","직거래","-","24.01.30"
"3122","인천광역시 부평구 청천동","397","0397","0000","동양","40.5600","202401","30","11,900","2","1","개인","개인","1982","안남로417번길 35","-","중개거래","인천 부평구","24.01.30"
"3123","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","84.3400","202401","30","34,500","제114","4","개인","개인","1998","세월천로 16","-","중개거래","인천 부평구","24.03.29"
"3124","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","59.8050","202401","29","32,000","204","4","개인","개인","1998","안남로 272","-","중개거래","인천 부평구","24.02.29"
"3125","인천광역시 부평구 갈산동","159","0159","0000","대우","59.9300","202401","29","33,000","-","15","개인","개인","2001","평천로305번길 15","20240316","중개거래","인천 부평구","-"
"3126","인천광역시 부평구 산곡동","510","0510","0000","부평산곡푸르지오","84.3700","202401","29","60,000","106","18","개인","개인","2011","안남로 269","-","중개거래","인천 부평구","24.04.15"
"3127","인천광역시 부평구 삼산동","389-8","0389","0008","삼산주공미래타운4차","59.3900","202401","29","21,000","401","1","개인","법인","2000","영성중로 57","-","중개거래","인천 부평구","24.03.07"
"3128","인천광역시 부평구 삼산동","389-8","0389","0008","삼산주공미래타운4차","59.3900","202401","29","25,500","-","17","개인","개인","2000","영성중로 57","20240215","중개거래","인천 부평구","-"
"3129","인천광역시 부평구 십정동","607","0607","0000","동암신동아","84.9400","202401","29","32,200","-","2","개인","개인","2000","아트센터로 118","20240422","중개거래","인천 부평구","-"
"3130","인천광역시 부평구 십정동","607","0607","0000","동암신동아","84.9400","202401","29","32,200","107","2","개인","개인","2000","아트센터로 118","-","중개거래","인천 부평구","24.05.31"
"3131","인천광역시 부평구 부개동","477-1","0477","0001","대동","46.1450","202401","29","30,750","7","3","개인","개인","1989","길주로 640","-","중개거래","인천 부평구","24.03.08"
"3132","인천광역시 부평구 삼산동","445-5","0445","0005","삼산타운2단지","84.9800","202401","29","35,000","201","1","개인","개인","2005","수변로 333","-","직거래","-","24.01.30"
"3133","인천광역시 부평구 산곡동","507","0507","0000","금호이수마운트밸리","59.8167","202401","29","37,000","203","10","개인","법인","2007","원적로 344","-","중개거래","인천 부평구","24.02.15"
"3134","인천광역시 부평구 산곡동","124-23","0124","0023","한화1단지","84.3700","202401","29","33,000","102","2","개인","개인","1997","원적로 361","-","중개거래","인천 부평구","24.03.07"
"3135","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","59.8050","202401","28","32,000","104","17","개인","개인","1998","안남로 272","-","중개거래","인천 부평구","24.03.15"
"3136","인천광역시 부평구 산곡동","370-399","0370","0399","현대3차","71.0250","202401","28","27,000","313","2","개인","개인","1990","마장로 121","-","중개거래","인천 부평구","24.03.29"
"3137","인천광역시 부평구 산곡동","506","0506","0000","신명스카이뷰","84.9937","202401","28","33,000","101","9","개인","개인","2007","원적로 270","-","중개거래","인천 부평구","24.03.25"
"3138","인천광역시 부평구 십정동","607","0607","0000","동암신동아","84.9400","202401","28","35,600","109","10","개인","개인","2000","아트센터로 118","-","중개거래","인천 부평구","24.06.14"
"3139","인천광역시 부평구 산곡동","519","0519","0000","쌍용더플래티넘부평","39.5000","202401","27","24,000","106","15","개인","개인","2022","원적로287번길 25","-","중개거래","인천 부평구","24.02.29"
"3140","인천광역시 부평구 십정동","182-95","0182","0095","대주파크빌","59.7260","202401","27","24,800","102","14","개인","개인","2001","마장로 49","-","중개거래","인천 부평구","24.02.28"
"3141","인천광역시 부평구 갈산동","171","0171","0000","부평지웰에스테이트","59.9900","202401","27","39,900","101동","10","개인","개인","2021","주부토로249번길 17","-","중개거래","인천 부평구","24.03.22"
"3142","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","51.8600","202401","27","34,300","103","8","개인","개인","2005","굴포로 105","-","중개거래","인천 부평구","24.03.22"
"3143","인천광역시 부평구 청천동","300","0300","0000","삼익","52.3800","202401","27","21,000","2","15","개인","개인","1986","부평대로167번길 43","-","중개거래","인천 부평구","24.03.28"
"3144","인천광역시 부평구 구산동","360","0360","0000","부평자이","59.9602","202401","27","30,500","102","14","개인","개인","2006","일신로 120","-","중개거래","인천 부평구","24.04.01"
"3145","인천광역시 부평구 산곡동","311-126","0311","0126","현대2차","84.9600","202401","27","36,750","209","4","개인","개인","1989","안남로 91","-","중개거래","인천 부평구","24.03.29"
"3146","인천광역시 부평구 삼산동","390-6","0390","0006","삼산주공미래타운3차","59.4100","202401","27","27,700","304","10","개인","개인","2000","부평북로 463","-","중개거래","인천 부평구","24.03.19"
"3147","인천광역시 부평구 부개동","512","0512","0000","부개역푸르지오","84.9840","202401","27","55,200","110","19","개인","개인","2010","부일로 69","-","중개거래","인천 부평구","24.04.01"
"3148","인천광역시 부평구 부개동","494-1","0494","0001","대동(494-1)","84.9400","202401","27","37,000","제1","13","개인","개인","1991","부일로113번길 11","-","중개거래","인천 부평구","24.04.11"
"3149","인천광역시 부평구 삼산동","387-2","0387","0002","삼산주공미래타운1차","59.3900","202401","27","26,700","106","17","개인","개인","2000","부평북로 431","-","중개거래","인천 부평구","24.04.01"
"3150","인천광역시 부평구 산곡동","307","0307","0000","현대1차","131.1600","202401","27","47,700","104","6","개인","개인","1986","경원대로 1269","-","중개거래","인천 부평구","24.02.20"
"3151","인천광역시 부평구 산곡동","82-36","0082","0036","동원(82-36)","46.8000","202401","27","15,800","1","8","개인","개인","1989","길주로326번길 45","-","중개거래","인천 부평구","24.01.29"
"3152","인천광역시 부평구 산곡동","142-3","0142","0003","경남1차","84.4300","202401","27","32,000","101","9","개인","개인","1990","안남로222번길 27","-","중개거래","인천 부평구","24.02.28"
"3153","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","59.3600","202401","27","28,900","제114","14","개인","개인","1998","세월천로 16","-","중개거래","인천 부평구","24.03.07"
"3154","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","84.8500","202401","27","41,200","303","4","개인","개인","1998","안남로 272","-","중개거래","인천 부평구","24.04.30"
"3155","인천광역시 부평구 청천동","453","0453","0000","청천우민늘푸른아파트","59.4568","202401","27","28,500","103동","18","개인","개인","2020","평천로141번길 11","-","중개거래","경기 부천시소사구, 인천 부평구","24.02.16"
"3156","인천광역시 부평구 부평동","465-35","0465","0035","조양휴캐슬","44.3700","202401","27","14,700","조양휴캐슬","12","개인","개인","2013","부평대로87번길 16","-","중개거래","인천 부평구","24.02.20"
"3157","인천광역시 부평구 십정동","629","0629","0000","서희스타힐스부평센트럴","66.3137","202401","27","39,500","105동","8","개인","개인","2021","상정로 41","-","중개거래","인천 부평구","24.03.21"
"3158","인천광역시 부평구 산곡동","274","0274","0000","경남2차","84.4300","202401","26","30,700","205","12","개인","개인","1991","안남로222번길 30","-","중개거래","인천 부평구","24.04.29"
"3159","인천광역시 부평구 부평동","995","0995","0000","부평역화성파크드림","84.8184","202401","26","55,000","103동","21","개인","개인","2020","동수로 80","-","중개거래","인천 부평구","24.02.26"
"3160","인천광역시 부평구 산곡동","222","0222","0000","한신휴","84.9790","202401","26","35,000","103","15","개인","개인","2003","마장로220번길 13","-","중개거래","인천 부평구","24.02.26"
"3161","인천광역시 부평구 청천동","453","0453","0000","청천우민늘푸른아파트","59.6518","202401","26","30,000","105동","14","개인","개인","2020","평천로141번길 11","-","중개거래","인천 부평구","24.03.22"
"3162","인천광역시 부평구 산곡동","180-78","0180","0078","부평신일해피트리더루츠","59.8990","202401","26","45,900","-","19","개인","개인","2022","산곡로 31","20240329","중개거래","인천 부평구","-"
"3163","인천광역시 부평구 부개동","520","0520","0000","부평코오롱하늘채","59.8530","202401","26","47,400","106","4","개인","개인","2020","동수천로 117","-","중개거래","인천 부평구","24.02.26"
"3164","인천광역시 부평구 부평동","70-5","0070","0005","동아(1차)","52.4300","202401","26","34,800","6","4","개인","개인","1987","부평문화로 37","-","중개거래","인천 부평구","24.03.25"
"3165","인천광역시 부평구 산곡동","142-3","0142","0003","경남1차","124.5400","202401","26","42,200","106","9","개인","개인","1990","안남로222번길 27","-","중개거래","인천 부평구","24.03.04"
"3166","인천광역시 부평구 산곡동","222","0222","0000","한신휴","84.9790","202401","25","38,000","105","14","개인","개인","2003","마장로220번길 13","-","중개거래","인천 부평구","24.04.22"
"3167","인천광역시 부평구 갈산동","359","0359","0000","주공1단지","44.9400","202401","25","17,300","107","14","개인","개인","1992","굴포로 81","-","중개거래","인천 부평구","24.01.29"
"3168","인천광역시 부평구 부개동","520","0520","0000","부평코오롱하늘채","59.8530","202401","25","47,800","106","6","개인","개인","2020","동수천로 117","-","중개거래","인천 부평구","24.03.18"
"3169","인천광역시 부평구 청천동","397","0397","0000","동양","45.5200","202401","25","15,000","-","2","개인","개인","1982","안남로417번길 35","20240430","중개거래","인천 부평구","-"
"3170","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","59.3600","202401","25","28,000","제109","23","개인","개인","1998","세월천로 16","-","중개거래","인천 부평구","24.02.27"
"3171","인천광역시 부평구 산곡동","82-36","0082","0036","동원(82-36)","46.8000","202401","25","16,000","1","9","개인","개인","1989","길주로326번길 45","-","중개거래","인천 부평구","24.01.26"
"3172","인천광역시 부평구 산곡동","519","0519","0000","쌍용더플래티넘부평","72.6900","202401","24","54,800","102","4","개인","개인","2022","원적로287번길 25","-","중개거래","인천 부평구","24.04.08"
"3173","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","84.9400","202401","24","33,000","제106","17","개인","개인","1998","세월천로 16","-","중개거래","인천 부평구","24.02.28"
"3174","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","133.7100","202401","24","48,000","제101","5","개인","개인","1998","세월천로 16","-","중개거래","인천 부평구","24.03.21"
"3175","인천광역시 부평구 갈산동","416","0416","0000","태화(416)","84.9000","202401","24","28,800","제106","6","개인","개인","1994","부평북로 313","-","중개거래","인천 부평구","24.04.30"
"3176","인천광역시 부평구 부개동","520","0520","0000","부평코오롱하늘채","34.2970","202401","24","28,800","107","21","개인","개인","2020","동수천로 117","-","중개거래","인천 부평구","24.02.29"
"3177","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","59.9900","202401","24","38,750","118","5","개인","개인","2005","굴포로 105","-","중개거래","경기 부천시원미구, 인천 부평구","24.03.04"
"3178","인천광역시 부평구 청천동","377-9","0377","0009","인향","59.9570","202401","24","15,000","102","13","개인","개인","1994","청안로 8","-","중개거래","인천 남동구","24.02.02"
"3179","인천광역시 부평구 산곡동","142-3","0142","0003","경남1차","59.7200","202401","24","20,500","105","3","개인","개인","1990","안남로222번길 27","-","중개거래","인천 부평구","24.03.29"
"3180","인천광역시 부평구 부평동","134-13","0134","0013","JY팰리스","45.7700","202401","23","15,900","JY 팰리스","10","개인","개인","2017","장제로 104","-","중개거래","인천 부평구","24.04.02"
"3181","인천광역시 부평구 삼산동","390-6","0390","0006","삼산주공미래타운3차","59.3900","202401","23","27,800","310","11","개인","개인","2000","부평북로 463","-","중개거래","인천 부평구","24.03.28"
"3182","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","51.8600","202401","23","33,000","106","6","개인","개인","2005","굴포로 105","-","중개거래","인천 부평구","24.02.19"
"3183","인천광역시 부평구 삼산동","453-1","0453","0001","삼산타운7단지","84.0700","202401","23","57,000","705","2","개인","개인","2004","체육관로 27","-","중개거래","인천 부평구","24.02.26"
"3184","인천광역시 부평구 산곡동","518","0518","0000","부평샬레아넬리스","59.9509","202401","23","30,000","102","5","개인","개인","2019","원적로 238","-","중개거래","인천 부평구","24.04.11"
"3185","인천광역시 부평구 산곡동","222","0222","0000","한신휴","84.9790","202401","23","37,800","101","20","개인","개인","2003","마장로220번길 13","-","중개거래","인천 부평구","24.04.17"
"3186","인천광역시 부평구 산곡동","370-399","0370","0399","현대3차","71.0200","202401","23","30,300","309","7","개인","개인","1990","마장로 121","-","중개거래","인천 부평구","24.03.20"
"3187","인천광역시 부평구 십정동","609","0609","0000","부평금호어울림","84.7900","202401","23","38,500","106","13","개인","개인","2008","경원대로1110번길 20","-","중개거래","인천 부평구","24.04.30"
"3188","인천광역시 부평구 부개동","525","0525","0000","부개역코오롱하늘채","31.9340","202401","23","25,500","106","13","개인","개인","2021","부평문화로 216","-","중개거래","경기 성남시수정구, 인천 부평구","24.05.30"
"3189","인천광역시 부평구 부평동","938","0938","0000","부평LH2단지","59.8900","202401","23","34,800","209","6","개인","개인","2012","동수로120번길 43","-","중개거래","인천 부평구","24.03.12"
"3190","인천광역시 부평구 삼산동","454-13","0454","0013","삼산타운6단지","84.0700","202401","22","59,800","601","3","개인","개인","2004","체육관로 57","-","중개거래","인천 부평구","24.03.11"
"3191","인천광역시 부평구 삼산동","445-5","0445","0005","삼산타운2단지","84.9800","202401","22","55,000","207","5","개인","개인","2005","수변로 333","-","중개거래","인천 부평구","24.04.30"
"3192","인천광역시 부평구 십정동","608-4","0608","0004","십정뜨란채1단지","84.4600","202401","22","36,000","103","12","개인","개인","2005","이규보로 79","-","직거래","-","24.03.14"
"3193","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","59.3600","202401","22","30,600","제120","13","개인","개인","1998","세월천로 16","-","중개거래","인천 부평구","24.03.29"
"3194","인천광역시 부평구 십정동","607","0607","0000","동암신동아","84.9400","202401","22","34,900","112","10","개인","개인","2000","아트센터로 118","-","중개거래","인천 부평구","24.02.26"
"3195","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","84.8500","202401","22","38,900","207","9","개인","법인","1998","안남로 272","-","중개거래","인천 부평구","24.04.23"
"3196","인천광역시 부평구 부평동","938","0938","0000","부평LH2단지","59.9800","202401","22","36,000","205","14","개인","개인","2012","동수로120번길 43","-","중개거래","인천 부평구","24.05.10"
"3197","인천광역시 부평구 부평동","179-8","0179","0008","해피에이스","43.1700","202401","22","18,000","-","2","개인","개인","2015","경원대로 1434","-","중개거래","인천 계양구, 인천 부평구","24.03.15"
"3198","인천광역시 부평구 산곡동","251-2","0251","0002","우성5차","59.5400","202401","22","21,400","제501동","16","개인","개인","1996","부흥로111번길 36","-","중개거래","인천 부평구","24.03.07"
"3199","인천광역시 부평구 부평동","70-5","0070","0005","동아(1차)","76.7400","202401","22","48,500","4","12","개인","개인","1987","부평문화로 37","-","중개거래","인천 부평구","24.02.27"
"3200","인천광역시 부평구 삼산동","387-2","0387","0002","삼산주공미래타운1차","59.3900","202401","22","22,900","101","3","개인","개인","2000","부평북로 431","-","중개거래","인천 부평구","24.04.08"
"3201","인천광역시 부평구 갈산동","361-3","0361","0003","대동2","84.6000","202401","21","31,000","204","14","개인","개인","1993","주부토로 201","-","중개거래","인천 부평구","24.04.05"
"3202","인천광역시 부평구 청천동","453","0453","0000","청천우민늘푸른아파트","59.6518","202401","21","30,000","102동","17","개인","개인","2020","평천로141번길 11","-","중개거래","인천 부평구","24.02.29"
"3203","인천광역시 부평구 십정동","216","0216","0000","백영","60.0000","202401","21","18,300","1","15","개인","개인","1997","경원대로 1086","-","중개거래","인천 부평구","24.04.30"
"3204","인천광역시 부평구 산곡동","182","0182","0000","한양(182)","55.1200","202401","21","36,000","15","4","개인","개인","1988","마장로 287","-","중개거래","인천 부평구","24.02.27"
"3205","인천광역시 부평구 삼산동","388-7","0388","0007","삼산주공미래타운2차","49.4000","202401","20","19,500","205","3","개인","개인","2000","부평북로 432","-","중개거래","인천 부평구","24.02.19"
"3206","인천광역시 부평구 부평동","377-16","0377","0016","로뎀레뷰(377-16)","44.8400","202401","20","15,000","-","9","개인","개인","2014","부흥북로72번길 5","20240405","중개거래","경기 부천시소사구","-"
"3207","인천광역시 부평구 부평동","377-16","0377","0016","로뎀레뷰(377-16)","44.8400","202401","20","15,000","-","9","개인","개인","2014","부흥북로72번길 5","-","중개거래","경기 부천시 소사구","24.04.05"
