"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2023-09-18 ~ 2024-09-17"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 인천광역시"
"시군구 : 부평구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"453","인천광역시 부평구 산곡동","124-1","0124","0001","현대(124-1)","84.9900","202407","31","34,800","-","13","개인","개인","1993","안남로 260","-","중개거래","인천 부평구","-"
"454","인천광역시 부평구 부평동","64-20","0064","0020","대림1차","84.9980","202407","31","34,000","-","2","개인","개인","1989","부영로 196","-","중개거래","인천 부평구","-"
"455","인천광역시 부평구 산곡동","534","0534","0000","부평두산위브더파크","59.9316","202407","31","47,000","-","14","개인","개인","2022","마곡로 14","-","중개거래","인천 부평구","-"
"456","인천광역시 부평구 삼산동","388-7","0388","0007","삼산주공미래타운2차","49.4000","202407","31","21,800","-","20","개인","개인","2000","부평북로 432","-","중개거래","인천 부평구","-"
"457","인천광역시 부평구 부평동","560-2","0560","0002","웰링턴","61.1700","202407","31","28,000","-","15","개인","개인","2019","대정로 93","20240828","중개거래","인천 부평구","-"
"458","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","59.3600","202407","30","32,000","제120","18","개인","개인","1998","세월천로 16","-","중개거래","서울 관악구, 인천 부평구","24.09.11"
"459","인천광역시 부평구 산곡동","124-1","0124","0001","현대(124-1)","59.4000","202407","30","24,500","-","3","개인","개인","1993","안남로 260","-","중개거래","인천 부평구","-"
"460","인천광역시 부평구 산곡동","145","0145","0000","경남3차","73.2382","202407","30","30,000","-","4","개인","개인","1992","마장로272번길 76","-","중개거래","인천 부평구","-"
"461","인천광역시 부평구 산곡동","180-78","0180","0078","부평신일해피트리더루츠","59.9210","202407","30","46,500","-","14","개인","개인","2022","산곡로 31","20240816","중개거래","인천 부평구","-"
"462","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","133.5850","202407","30","55,000","-","17","개인","개인","1998","안남로 272","-","중개거래","인천 부평구","-"
"463","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","84.8500","202407","30","41,500","206","5","개인","개인","1998","안남로 272","-","직거래","-","24.08.30"
"464","인천광역시 부평구 부개동","512","0512","0000","부개역푸르지오","59.9730","202407","30","54,000","-","10","개인","개인","2010","부일로 69","20240817","중개거래","인천 부평구","-"
"465","인천광역시 부평구 부개동","512","0512","0000","부개역푸르지오","59.9730","202407","30","54,000","-","10","개인","개인","2010","부일로 69","-","중개거래","인천 부평구","-"
"466","인천광역시 부평구 삼산동","390-6","0390","0006","삼산주공미래타운3차","59.4100","202407","30","27,500","-","11","개인","개인","2000","부평북로 463","-","중개거래","인천 부평구","-"
"467","인천광역시 부평구 부평동","65-115","0065","0115","대우","84.4370","202407","30","45,000","-","5","개인","개인","1998","부흥로243번길 7","-","중개거래","인천 부평구","-"
"468","인천광역시 부평구 부평동","938","0938","0000","부평LH2단지","59.9600","202407","30","36,500","202","10","개인","개인","2012","동수로120번길 43","-","중개거래","인천 부평구","24.09.05"
"469","인천광역시 부평구 부개동","512","0512","0000","부개역푸르지오","130.8430","202407","29","87,000","-","18","개인","개인","2010","부일로 69","-","중개거래","인천 부평구","-"
"470","인천광역시 부평구 산곡동","274-5","0274","0005","경남4차","59.7150","202407","29","22,800","-","2","개인","개인","1994","안남로206번길 18","-","중개거래","인천 부평구","-"
"471","인천광역시 부평구 부평동","409-32","0409","0032","성지위너스타운104동(409-32)","31.7200","202407","29","8,700","-","4","개인","개인","2002","주부토로56번길 18-11","-","중개거래","인천 부평구","-"
"472","인천광역시 부평구 갈산동","369","0369","0000","한국1,동아,팬더","84.3600","202407","29","37,800","-","17","개인","개인","1993","갈월동로 40","-","중개거래","인천 부평구","-"
"473","인천광역시 부평구 갈산동","362","0362","0000","하나","84.7500","202407","29","37,000","-","5","개인","개인","1992","갈월서로 45","-","중개거래","인천 부평구","-"
"474","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","84.8500","202407","29","43,000","-","2","개인","개인","1998","안남로 272","-","직거래","-","-"
"475","인천광역시 부평구 청천동","453","0453","0000","청천우민늘푸른아파트","59.4568","202407","29","29,000","104동","15","개인","개인","2020","평천로141번길 11","-","중개거래","인천 부평구","24.08.30"
"476","인천광역시 부평구 부평동","378-5","0378","0005","필하우스(378-5)","84.9200","202407","29","26,500","-","5","개인","개인","2010","부흥로333번길 8","-","중개거래","인천 부평구","24.09.06"
"477","인천광역시 부평구 부평동","947","0947","0000","래미안부평","84.9630","202407","29","68,000","-","16","기타","개인","2014","길주남로10번길 21","-","중개거래","인천 부평구","-"
"478","인천광역시 부평구 십정동","390-16","0390","0016","수정","55.3500","202407","29","13,500","-","1","개인","개인","1985","하정로 21","-","중개거래","인천 부평구","-"
"479","인천광역시 부평구 십정동","607","0607","0000","동암신동아","59.8000","202407","29","25,000","-","7","개인","개인","2000","아트센터로 118","-","중개거래","인천 부평구","-"
"480","인천광역시 부평구 십정동","629","0629","0000","서희스타힐스부평센트럴","66.3137","202407","29","41,900","-","7","개인","개인","2021","상정로 41","-","중개거래","인천 부평구","-"
"481","인천광역시 부평구 청천동","176","0176","0000","청천푸르지오","84.3400","202407","29","38,000","-","11","개인","개인","1998","세월천로 16","-","중개거래","인천 부평구","-"
"482","인천광역시 부평구 부평동","982","0982","0000","중앙하이츠프리미어부평","84.9232","202407","29","52,500","105동","7","개인","법인","2023","안남로15번길 24","-","중개거래","인천 부평구","24.09.06"
"483","인천광역시 부평구 삼산동","191","0191","0000","대보","63.9000","202407","29","20,000","9","2","개인","개인","1985","후정동로 5","-","중개거래","인천 부평구","24.08.06"
"484","인천광역시 부평구 삼산동","513","0513","0000","서해그랑블","84.9800","202407","29","52,000","-","26","개인","개인","2011","영성동로18번길 20","-","중개거래","인천 부평구","-"
"485","인천광역시 부평구 삼산동","494","0494","0000","부평삼산엠코타운","122.0590","202407","29","55,000","-","2","개인","개인","2007","후정로 7","-","중개거래","인천 부평구","-"
"486","인천광역시 부평구 부개동","500-1","0500","0001","주공5","59.9400","202407","29","28,700","502","6","개인","개인","1998","부개로 11","-","중개거래","인천 부평구","24.09.06"
"487","인천광역시 부평구 부개동","477-3","0477","0003","뉴서울","39.4800","202407","28","17,500","2","11","개인","개인","1989","충선로 191","-","중개거래","인천 부평구","24.08.13"
"488","인천광역시 부평구 갈산동","171","0171","0000","부평지웰에스테이트","59.9900","202407","28","39,700","103동","10","개인","개인","2021","주부토로249번길 17","-","중개거래","인천 부평구","24.08.23"
"489","인천광역시 부평구 부평동","150-4","0150","0004","길리슈빌","73.7300","202407","27","36,400","-","8","개인","개인","2020","시장로 58","-","중개거래","인천 부평구","-"
"490","인천광역시 부평구 부평동","938","0938","0000","부평LH2단지","108.6200","202407","27","51,500","-","8","개인","개인","2012","동수로120번길 43","-","중개거래","인천 부평구","-"
"491","인천광역시 부평구 산곡동","519","0519","0000","쌍용더플래티넘부평","39.5000","202407","27","26,300","106","9","개인","개인","2022","원적로287번길 25","-","중개거래","인천 부평구","24.09.09"
"492","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","59.9900","202407","27","44,500","-","19","개인","개인","2005","굴포로 105","-","중개거래","인천 부평구","-"
"493","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","51.8300","202407","27","34,000","-","4","개인","개인","2005","굴포로 105","-","중개거래","인천 부평구","-"
"494","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","59.9900","202407","27","40,000","118","3","개인","개인","2005","굴포로 105","-","중개거래","인천 부평구","24.08.21"
"495","인천광역시 부평구 삼산동","254","0254","0000","한국","52.8300","202407","27","12,500","2","5","개인","개인","1989","평천로 395","-","중개거래","인천 부평구","24.08.21"
"496","인천광역시 부평구 부평동","65-124","0065","0124","한국1","59.8020","202407","27","23,000","-","9","개인","개인","1998","부영로166번길 12","-","중개거래","인천 부평구","-"
"497","인천광역시 부평구 부개동","499-2","0499","0002","푸른마을한신,삼부","99.9350","202407","27","57,100","-","4","개인","개인","1999","부개로 58","-","중개거래","인천 부평구","-"
"498","인천광역시 부평구 십정동","607","0607","0000","동암신동아","59.8000","202407","27","24,800","116","5","개인","개인","2000","아트센터로 118","-","중개거래","인천 부평구","24.09.05"
"499","인천광역시 부평구 십정동","609","0609","0000","부평금호어울림","84.7900","202407","27","38,900","-","6","개인","개인","2008","경원대로1110번길 20","-","중개거래","인천 부평구","-"
"500","인천광역시 부평구 갈산동","416","0416","0000","태화(416)","59.9300","202407","27","21,700","-","6","개인","개인","1994","부평북로 313","-","중개거래","인천 부평구","-"
"501","인천광역시 부평구 부개동","502-8","0502","0008","부개주공7단지","59.8000","202407","27","30,500","-","11","개인","개인","1998","동수천로 118","-","중개거래","인천 부평구","-"
"502","인천광역시 부평구 부개동","500-1","0500","0001","주공5","59.9900","202407","27","32,000","-","9","개인","개인","1998","부개로 11","-","중개거래","인천 부평구","-"
"503","인천광역시 부평구 산곡동","510","0510","0000","부평산곡푸르지오","59.9950","202407","27","45,300","-","1","개인","개인","2011","안남로 269","-","중개거래","서울 강북구, 인천 부평구","-"
"504","인천광역시 부평구 부개동","498-5","0498","0005","부개주공3","39.9900","202407","27","18,800","-","7","개인","개인","1996","길주남로 144","-","중개거래","인천 부평구","-"
"505","인천광역시 부평구 부평동","65-124","0065","0124","한국1","84.9400","202407","27","35,700","-","6","개인","개인","1998","부영로166번길 12","-","중개거래","인천 부평구","-"
"506","인천광역시 부평구 산곡동","124-23","0124","0023","한화2단지","59.8800","202407","27","33,850","-","6","개인","개인","1999","원적로 361","-","중개거래","경기 부천시 원미구, 인천 부평구","-"
"507","인천광역시 부평구 부평동","451-64","0451","0064","삼보","39.7100","202407","27","9,500","-","4","개인","개인","2002","원적로488번길 8","-","중개거래","인천 부평구","-"
"508","인천광역시 부평구 산곡동","294-35","0294","0035","우성3차(294-35)","135.5500","202407","26","46,000","114","2","개인","개인","1990","부영로 165","-","중개거래","인천 부평구","24.09.05"
"509","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","51.8300","202407","26","33,700","-","11","개인","개인","2005","굴포로 105","-","중개거래","인천 부평구","-"
"510","인천광역시 부평구 삼산동","494","0494","0000","부평삼산엠코타운","84.9080","202407","26","51,000","-","7","개인","개인","2007","후정로 7","-","중개거래","인천 부평구","-"
"511","인천광역시 부평구 삼산동","494","0494","0000","부평삼산엠코타운","59.9990","202407","26","39,500","-","8","개인","개인","2007","후정로 7","-","중개거래","인천 부평구","-"
"512","인천광역시 부평구 삼산동","454-13","0454","0013","삼산타운6단지","84.9600","202407","26","66,500","-","16","개인","개인","2004","체육관로 57","-","중개거래","인천 부평구","-"
"513","인천광역시 부평구 삼산동","387-2","0387","0002","삼산주공미래타운1차","59.3900","202407","26","26,500","-","11","개인","개인","2000","부평북로 431","-","중개거래","경기 부천시소사구, 인천 부평구","-"
"514","인천광역시 부평구 삼산동","60-6","0060","0006","태산","56.9300","202407","26","16,000","-","2","개인","개인","1989","후정동로 50","-","중개거래","인천 부평구","-"
"515","인천광역시 부평구 청천동","259-5","0259","0005","미도7","59.7000","202407","26","20,000","2","6","개인","개인","1989","원길로24번길 5","-","직거래","-","24.08.02"
"516","인천광역시 부평구 청천동","399-6","0399","0006","광명","73.1250","202407","26","19,500","101","12","개인","개인","1995","평천로153번길 13","-","중개거래","인천 부평구","24.08.05"
"517","인천광역시 부평구 십정동","630","0630","0000","더샵부평센트럴시티","59.8032","202407","26","44,700","119","39","개인","개인","2022","열우물로 90","-","중개거래","인천 남동구, 인천 부평구","24.08.28"
"518","인천광역시 부평구 부개동","512","0512","0000","부개역푸르지오","163.9090","202407","26","73,800","101","14","개인","법인","2010","부일로 69","-","직거래","-","24.08.22"
"519","인천광역시 부평구 부개동","477-3","0477","0003","뉴서울","39.4800","202407","26","16,800","4","11","개인","개인","1989","충선로 191","-","중개거래","인천 부평구","24.09.11"
"520","인천광역시 부평구 부개동","494-1","0494","0001","대동(494-1)","84.9400","202407","26","38,800","제5","11","개인","개인","1991","부일로113번길 11","-","중개거래","인천 부평구","24.08.27"
"521","인천광역시 부평구 부개동","501-1","0501","0001","부개주공6","84.7900","202407","26","49,500","-","13","개인","개인","1997","부개로 12","-","중개거래","인천 부평구","-"
"522","인천광역시 부평구 부개동","502-8","0502","0008","부개주공7단지","59.9900","202407","26","30,800","-","3","개인","개인","1998","동수천로 118","-","중개거래","인천 부평구","-"
"523","인천광역시 부평구 부개동","502-8","0502","0008","부개주공7단지","59.9900","202407","26","28,850","708","24","개인","개인","1998","동수천로 118","-","중개거래","인천 부평구","24.08.29"
"524","인천광역시 부평구 산곡동","519","0519","0000","쌍용더플래티넘부평","84.8200","202407","26","64,000","-","16","개인","개인","2022","원적로287번길 25","-","중개거래","인천 부평구","-"
"525","인천광역시 부평구 산곡동","519","0519","0000","쌍용더플래티넘부평","59.9600","202407","26","45,000","-","4","개인","개인","2022","원적로287번길 25","-","중개거래","인천 부평구","-"
"526","인천광역시 부평구 산곡동","82-116","0082","0116","동원(82-116)","43.4700","202407","26","14,000","-","3","개인","개인","1990","원적로287번길 38","20240726","중개거래","경기 수원시영통구","-"
"527","인천광역시 부평구 산곡동","370-399","0370","0399","현대3차","125.3400","202407","25","50,000","-","5","개인","개인","1990","마장로 121","-","중개거래","인천 부평구","-"
"528","인천광역시 부평구 부개동","512","0512","0000","부개역푸르지오","131.8340","202407","25","69,500","-","4","개인","개인","2010","부일로 69","-","중개거래","인천 부평구","-"
"529","인천광역시 부평구 삼산동","500","0500","0000","임광그대가","84.9100","202407","25","43,800","-","7","개인","개인","2008","영성서로 10","-","중개거래","인천 계양구, 인천 부평구","-"
"530","인천광역시 부평구 산곡동","507","0507","0000","금호이수마운트밸리","115.0311","202407","25","63,000","-","10","개인","개인","2007","원적로 344","-","중개거래","인천 부평구","-"
"531","인천광역시 부평구 산곡동","182","0182","0000","한양(182)","55.1200","202407","25","34,000","-","1","개인","개인","1988","마장로 287","-","중개거래","인천 부평구","-"
"532","인천광역시 부평구 산곡동","311-126","0311","0126","현대2차","72.5400","202407","25","31,000","-","5","개인","개인","1989","안남로 91","20240822","중개거래","인천 부평구","-"
"533","인천광역시 부평구 산곡동","311-126","0311","0126","현대2차","72.5400","202407","25","31,000","-","5","개인","개인","1989","안남로 91","-","중개거래","인천 부평구","-"
"534","인천광역시 부평구 부평동","439-2","0439","0002","태강CITY","49.9200","202407","25","23,500","-","13","개인","개인","2018","부평대로 108","-","중개거래","인천 부평구","-"
"535","인천광역시 부평구 부평동","560-2","0560","0002","웰링턴","61.1700","202407","25","25,900","-","13","개인","개인","2019","대정로 93","-","중개거래","인천 부평구","24.08.26"
"536","인천광역시 부평구 부평동","146-18","0146","0018","원창","52.5800","202407","25","15,000","-","8","개인","개인","2003","장제로 119","-","중개거래","인천 부평구","24.09.06"
"537","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","101.5150","202407","25","53,900","-","2","개인","개인","1998","안남로 272","-","중개거래","인천 부평구","-"
"538","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","59.8050","202407","25","33,000","-","18","개인","개인","1998","안남로 272","-","중개거래","인천 부평구","-"
"539","인천광역시 부평구 삼산동","390-6","0390","0006","삼산주공미래타운3차","59.3900","202407","25","28,500","-","17","개인","개인","2000","부평북로 463","-","중개거래","인천 부평구","-"
"540","인천광역시 부평구 부개동","531","0531","0000","e편한세상부평역어반루체","59.9930","202407","25","44,000","-","15","개인","개인","2022","경인로1024번길 21","-","중개거래","인천 부평구","-"
"541","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","51.8300","202407","25","34,500","105","12","개인","개인","2005","굴포로 105","-","중개거래","인천 부평구","24.08.27"
"542","인천광역시 부평구 삼산동","359","0359","0000","광명12차","47.2600","202407","25","14,000","5","4","개인","개인","1990","후정동로 63","-","중개거래","인천 부평구","24.08.27"
"543","인천광역시 부평구 삼산동","454-4","0454","0004","서해그랑블5단지","130.0383","202407","25","95,000","-","19","개인","개인","2004","굴포로 158","-","중개거래","인천 부평구","-"
"544","인천광역시 부평구 삼산동","513","0513","0000","서해그랑블","84.9700","202407","25","54,000","-","25","개인","개인","2011","영성동로18번길 20","-","중개거래","인천 부평구","-"
"545","인천광역시 부평구 청천동","192","0192","0000","우림필유(192-0)","77.6655","202407","24","33,500","-","23","개인","개인","2005","세월천로25번길 43","-","중개거래","인천 부평구","-"
"546","인천광역시 부평구 부평동","70-123","0070","0123","동아(2차)","59.8200","202407","24","38,800","-","6","개인","개인","1996","부흥로 246","-","중개거래","인천 부평구","-"
"547","인천광역시 부평구 부개동","499-2","0499","0002","푸른마을한신,삼부","99.8600","202407","24","59,000","107","13","개인","개인","1999","부개로 58","-","중개거래","인천 부평구","24.07.30"
"548","인천광역시 부평구 산곡동","307","0307","0000","현대1차","72.4800","202407","24","31,300","-","4","개인","개인","1985","경원대로 1269","-","중개거래","인천 미추홀구, 인천 부평구","-"
"549","인천광역시 부평구 십정동","630","0630","0000","더샵부평센트럴시티","59.8032","202407","24","46,300","-","39","개인","개인","2022","열우물로 90","-","중개거래","인천 부평구","-"
"550","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","51.8600","202407","24","36,000","-","9","개인","개인","2005","굴포로 105","-","중개거래","인천 부평구","-"
"551","인천광역시 부평구 갈산동","179-1","0179","0001","한국","59.8800","202407","24","26,000","101","8","개인","개인","1998","부평대로278번길 42","-","직거래","-","24.07.31"
"552","인천광역시 부평구 부평동","377-37","0377","0037","카리스뷰(2차)","46.7400","202407","24","19,300","-","6","개인","개인","2015","장제로 163","-","중개거래","인천 부평구","24.08.08"
"553","인천광역시 부평구 삼산동","56-3","0056","0003","삼보","62.5000","202407","23","18,900","-","15","개인","개인","1990","후정동로47번길 4","-","중개거래","인천 부평구","-"
"554","인천광역시 부평구 부개동","477","0477","0000","욱일","51.0100","202407","23","35,000","바","4","개인","개인","1988","장제로 234","-","중개거래","인천 부평구","24.09.05"
"555","인천광역시 부평구 부개동","496-2","0496","0002","부개주공1","59.9700","202407","23","34,500","-","3","개인","개인","1996","길주남로 143","-","중개거래","인천 부평구","-"
"556","인천광역시 부평구 부개동","477-3","0477","0003","뉴서울","39.4800","202407","23","15,800","-","15","개인","개인","1989","충선로 191","-","중개거래","인천 부평구","-"
"557","인천광역시 부평구 십정동","630","0630","0000","더샵부평센트럴시티","59.8032","202407","23","44,500","118","3","개인","개인","2022","열우물로 90","-","중개거래","인천 부평구","24.07.24"
"558","인천광역시 부평구 십정동","630","0630","0000","더샵부평센트럴시티","84.5552","202407","23","65,000","-","23","개인","개인","2022","열우물로 90","-","중개거래","인천 부평구","-"
"559","인천광역시 부평구 갈산동","362","0362","0000","하나","84.7500","202407","23","37,500","-","6","개인","개인","1992","갈월서로 45","-","중개거래","인천 계양구, 인천 부평구","-"
"560","인천광역시 부평구 부평동","494-2","0494","0002","아이앤비","84.8050","202407","23","23,000","-","5","개인","개인","2003","부일로 11","-","중개거래","인천 부평구","-"
"561","인천광역시 부평구 삼산동","389-8","0389","0008","삼산주공미래타운4차","59.3900","202407","23","27,000","-","12","개인","개인","2000","영성중로 57","-","중개거래","경기 부천시오정구, 인천 부평구","-"
"562","인천광역시 부평구 십정동","326-13","0326","0013","천일","56.3424","202407","23","19,900","-","6","개인","개인","2005","백범로540번길 41","20240806","중개거래","인천 부평구","-"
"563","인천광역시 부평구 십정동","607","0607","0000","동암신동아","59.8000","202407","23","27,700","-","19","개인","개인","2000","아트센터로 118","-","중개거래","인천 부평구","-"
"564","인천광역시 부평구 십정동","216","0216","0000","백영","60.0000","202407","23","18,300","-","10","개인","개인","1997","경원대로 1086","-","중개거래","인천 부평구","-"
"565","인천광역시 부평구 부개동","500-1","0500","0001","주공5","59.9400","202407","23","28,950","504","5","개인","개인","1998","부개로 11","-","중개거래","인천 부평구","24.08.28"
"566","인천광역시 부평구 산곡동","274","0274","0000","경남2차","84.4300","202407","23","30,700","-","7","개인","개인","1991","안남로222번길 30","-","중개거래","인천 부평구","-"
"567","인천광역시 부평구 산곡동","137-3","0137","0003","한신(137-3)","41.3000","202407","23","18,300","101","10","개인","개인","1985","원적로416번길 20","-","중개거래","인천 부평구","24.09.06"
"568","인천광역시 부평구 산곡동","519","0519","0000","쌍용더플래티넘부평","51.8000","202407","22","36,500","-","11","개인","개인","2022","원적로287번길 25","-","중개거래","인천 부평구","-"
"569","인천광역시 부평구 일신동","409","0409","0000","풍림아파트(101동~110동)","72.8120","202407","22","29,900","-","11","개인","개인","1995","일신로14번길 23","-","중개거래","인천 부평구","-"
"570","인천광역시 부평구 부개동","498-5","0498","0005","부개주공3","59.9700","202407","22","27,500","302","10","개인","법인","1996","길주남로 144","-","중개거래","경기 부천시 원미구, 인천 부평구","24.09.05"
"571","인천광역시 부평구 삼산동","389-8","0389","0008","삼산주공미래타운4차","59.3900","202407","22","23,000","-","1","개인","개인","2000","영성중로 57","-","중개거래","인천 부평구","-"
"572","인천광역시 부평구 삼산동","448-1","0448","0001","신성미소지움3단지","128.8000","202407","22","77,500","-","10","개인","개인","2005","수변로 334","-","중개거래","인천 부평구","-"
"573","인천광역시 부평구 삼산동","453-1","0453","0001","삼산타운7단지","84.9600","202407","22","63,000","714","19","개인","개인","2004","체육관로 27","-","중개거래","인천 부평구","24.08.30"
"574","인천광역시 부평구 삼산동","494","0494","0000","부평삼산엠코타운","59.9990","202407","22","40,300","-","12","개인","개인","2007","후정로 7","-","중개거래","인천 부평구","-"
"575","인천광역시 부평구 삼산동","440-1","0440","0001","삼산타운주공1단지","51.8600","202407","22","37,000","-","10","개인","개인","2005","굴포로 105","-","중개거래","인천 부평구","-"
"576","인천광역시 부평구 산곡동","519","0519","0000","쌍용더플래티넘부평","84.8900","202407","22","60,600","-","14","개인","개인","2022","원적로287번길 25","-","중개거래","인천 부평구","-"
"577","인천광역시 부평구 갈산동","361-3","0361","0003","대동2","45.0000","202407","22","21,000","-","15","개인","개인","1993","주부토로 201","-","중개거래","인천 부평구","-"
"578","인천광역시 부평구 부평동","433-13","0433","0013","금강캐슬","43.8600","202407","22","13,000","-","8","개인","개인","2003","주부토로 73","-","중개거래","인천 부평구","-"
"579","인천광역시 부평구 부평동","65-7","0065","0007","욱일","84.1600","202407","22","26,000","1","3","개인","개인","1990","부흥로243번길 39","-","중개거래","인천 부평구","24.07.26"
"580","인천광역시 부평구 청천동","399-6","0399","0006","광명","84.8900","202407","22","27,000","-","7","개인","개인","1995","평천로153번길 13","-","중개거래","인천 부평구","-"
"581","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","84.8500","202407","22","44,300","-","7","개인","개인","1998","안남로 272","20240828","중개거래","인천 부평구","-"
"582","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","84.8500","202407","22","44,300","-","7","개인","개인","1998","안남로 272","-","중개거래","인천 부평구","-"
"583","인천광역시 부평구 십정동","607","0607","0000","동암신동아","84.9400","202407","22","36,500","-","19","개인","개인","2000","아트센터로 118","-","중개거래","인천 부평구","-"
"584","인천광역시 부평구 십정동","607","0607","0000","동암신동아","84.9400","202407","22","34,300","-","3","개인","개인","2000","아트센터로 118","-","중개거래","인천 부평구","-"
"585","인천광역시 부평구 십정동","608-4","0608","0004","십정뜨란채1단지","84.4600","202407","22","36,800","-","7","개인","개인","2005","이규보로 79","-","중개거래","인천 부평구","-"
"586","인천광역시 부평구 십정동","630","0630","0000","더샵부평센트럴시티","59.8032","202407","21","46,500","-","7","개인","개인","2022","열우물로 90","-","중개거래","인천 부평구","-"
"587","인천광역시 부평구 부개동","512","0512","0000","부개역푸르지오","131.2040","202407","21","76,000","-","19","개인","개인","2010","부일로 69","-","중개거래","인천 부평구","-"
"588","인천광역시 부평구 산곡동","191-3","0191","0003","무지개","84.1500","202407","21","30,300","-","13","개인","개인","1991","마장로264번길 14","-","중개거래","인천 부평구","-"
"589","인천광역시 부평구 갈산동","368","0368","0000","두산","101.8200","202407","21","43,500","104","12","개인","개인","1992","갈월동로 45","-","직거래","-","24.08.20"
"590","인천광역시 부평구 갈산동","171","0171","0000","부평지웰에스테이트","74.9700","202407","21","48,000","-","10","개인","개인","2021","주부토로249번길 17","-","중개거래","인천 부평구","-"
"591","인천광역시 부평구 부개동","525","0525","0000","부개역코오롱하늘채","31.9340","202407","21","27,100","106","6","개인","개인","2021","부평문화로 216","-","중개거래","인천 부평구","24.07.31"
"592","인천광역시 부평구 삼산동","494","0494","0000","부평삼산엠코타운","84.9080","202407","21","50,000","104","14","개인","개인","2007","후정로 7","-","중개거래","인천 부평구","24.08.16"
"593","인천광역시 부평구 삼산동","494","0494","0000","부평삼산엠코타운","84.9080","202407","21","54,500","-","1","개인","개인","2007","후정로 7","-","중개거래","인천 부평구","-"
"594","인천광역시 부평구 삼산동","387-2","0387","0002","삼산주공미래타운1차","59.3900","202407","21","26,900","-","4","개인","개인","2000","부평북로 431","20240902","중개거래","인천 부평구","-"
"595","인천광역시 부평구 삼산동","393-4","0393","0004","삼산주공미래타운5차","84.3400","202407","21","46,400","506","17","개인","개인","2000","영성중로 16","-","중개거래","인천 부평구","24.08.27"
"596","인천광역시 부평구 삼산동","387-2","0387","0002","삼산주공미래타운1차","59.3900","202407","21","26,900","-","4","개인","개인","2000","부평북로 431","-","중개거래","인천 부평구","-"
"597","인천광역시 부평구 부개동","501-1","0501","0001","부개주공6","84.7900","202407","21","49,500","-","20","개인","개인","1997","부개로 12","-","중개거래","인천 부평구","-"
"598","인천광역시 부평구 부개동","501-1","0501","0001","부개주공6","84.7900","202407","21","48,000","-","3","개인","개인","1997","부개로 12","-","중개거래","인천 부평구","-"
"599","인천광역시 부평구 부평동","938","0938","0000","부평LH2단지","59.8900","202407","21","35,800","-","3","개인","개인","2012","동수로120번길 43","-","중개거래","인천 부평구","-"
"600","인천광역시 부평구 산곡동","507","0507","0000","금호이수마운트밸리","59.8167","202407","20","37,500","-","1","개인","개인","2007","원적로 344","-","중개거래","인천 부평구","-"
"601","인천광역시 부평구 삼산동","494","0494","0000","부평삼산엠코타운","59.9990","202407","20","40,500","102","18","개인","개인","2007","후정로 7","-","중개거래","인천 부평구","24.09.05"
"602","인천광역시 부평구 청천동","200","0200","0000","부평1,2차금호타운","59.8050","202407","20","30,500","-","2","개인","개인","1998","안남로 272","-","중개거래","인천 부평구","-"
"603","인천광역시 부평구 산곡동","519","0519","0000","쌍용더플래티넘부평","72.6100","202407","20","55,000","-","14","개인","개인","2022","원적로287번길 25","-","중개거래","인천 부평구","-"
"604","인천광역시 부평구 산곡동","142-3","0142","0003","경남1차","84.4300","202407","20","30,900","101","4","개인","개인","1990","안남로222번길 27","-","중개거래","인천 부평구","24.09.06"
